URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentTypeGroup (name),EstablishmentStatus (name),OpenDate,CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,SchoolCapacity,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Trusts (name),FederationFlag (name),Federations (name),UKPRN,GOR (name),UrbanRural (name),GSSLACode (name),Easting,Northing,UPRN
111618,807,Redcar and Cleveland,2311,Hummersea Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,250,312,168,144,39.6,,Not under a federation,,10074508,North East,(England/Wales) Rural town and fringe,E06000003,471852,518696,1.00E+11
111626,806,Middlesbrough,2326,Berwick Hills Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,315,367,161,206,56.3,,Not under a federation,,10069359,North East,(England/Wales) Urban city and town,E06000002,451181,518688,1.00E+11
111632,806,Middlesbrough,2332,Park End Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,456,641,331,310,51.5,,Not under a federation,,10074507,North East,(England/Wales) Urban city and town,E06000002,452042,517492,10091850414
111638,807,Redcar and Cleveland,2339,Newcomen Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,396,387,213,174,19.5,,Not under a federation,,10068850,North East,(England/Wales) Urban city and town,E06000003,459566,523950,1.00E+11
111640,805,Hartlepool,2341,Rift House Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,275,263,140,123,57.7,,Not under a federation,,10077140,North East,(England/Wales) Urban city and town,E06000001,449184,531087,1.00E+11
111641,805,Hartlepool,2342,Rossmere Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,385,437,212,225,44.1,,Not under a federation,,10077284,North East,(England/Wales) Urban city and town,E06000001,449518,529775,1.00E+11
111644,808,Stockton-on-Tees,2345,Oxbridge Lane Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,350,402,188,214,42.2,,Not under a federation,,10068849,North East,(England/Wales) Urban city and town,E06000004,443638,518616,2.00E+11
111660,808,Stockton-on-Tees,2363,Tilery Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,300,286,142,144,55.8,,Not under a federation,,10077283,North East,(England/Wales) Urban city and town,E06000004,445140,519886,2.00E+11
111661,805,Hartlepool,2364,Grange Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,426,405,212,193,56.4,,Not under a federation,,10077282,North East,(England/Wales) Urban city and town,E06000001,448906,529399,1.00E+11
111662,807,Redcar and Cleveland,2365,Belmont Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,410,389,194,195,13,,Not under a federation,,10069357,North East,(England/Wales) Urban city and town,E06000003,461563,515122,1.00E+11
111667,808,Stockton-on-Tees,3000,Prior's Mill Church of England Controlled Primary School Billingham,Voluntary controlled school,Local authority maintained schools,Open,,,Primary,2,11,540,532,257,275,7.9,,Not under a federation,,10075901,North East,(England/Wales) Urban city and town,E06000004,444706,524572,1.00E+11
111668,808,Stockton-on-Tees,3001,St John the Baptist Church of England Voluntary Controlled Primary School,Voluntary controlled school,Local authority maintained schools,Open,,,Primary,2,11,262,289,149,140,55.4,,Not under a federation,,10069825,North East,(England/Wales) Urban city and town,E06000004,443623,520727,2.00E+11
111673,805,Hartlepool,3006,Greatham CofE Primary School,Voluntary controlled school,Local authority maintained schools,Open,,,Primary,3,11,105,114,56,58,24.7,,Not under a federation,,10069824,North East,(England/Wales) Rural town and fringe,E06000001,449481,527382,1.00E+11
111698,805,Hartlepool,3329,St John Vianney RC Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,180,251,128,123,18.7,,Not under a federation,,10078155,North East,(England/Wales) Urban city and town,E06000001,449661,535266,1.00E+11
111720,808,Stockton-on-Tees,3392,William Cassidi Church of England Aided Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,175,196,94,102,16.6,,Not under a federation,,10075898,North East,(England/Wales) Rural town and fringe,E06000004,437831,523647,2.00E+11
111731,808,Stockton-on-Tees,4102,Northfield School and Sports College,Community school,Local authority maintained schools,Open,,,Secondary,11,16,1650,1395,678,717,17.4,,Not under a federation,,10016372,North East,(England/Wales) Urban city and town,E06000004,444619,524887,1.00E+11
111748,805,Hartlepool,4133,High Tunstall College of Science,Foundation school,Local authority maintained schools,Open,,,Secondary,11,16,1350,1195,624,571,21.8,,Not under a federation,,10003064,North East,(England/Wales) Urban city and town,E06000001,448586,532812,1.00E+11
111773,806,Middlesbrough,7003,Beverley School,Community special school,Special schools,Open,,,Not applicable,3,19,,144,121,23,44,,Not under a federation,,10015005,North East,(England/Wales) Urban city and town,E06000002,449621,517241,10023181721
111775,806,Middlesbrough,7005,Holmwood School,Community special school,Special schools,Open,,,Not applicable,4,11,85,86,69,17,55.8,,Not under a federation,,10076995,North East,(England/Wales) Urban city and town,E06000002,450658,516247,1.00E+11
111777,807,Redcar and Cleveland,7008,Kirkleatham Hall School,Community special school,Special schools,Open,,,Not applicable,2,19,,155,106,49,44.1,,Not under a federation,,10016240,North East,(England/Wales) Rural village,E06000003,459558,521851,10023901533
111785,805,Hartlepool,7027,Springwell School,Community special school,Special schools,Open,,,Not applicable,3,11,88,86,55,31,54.8,,Not under a federation,,10076994,North East,(England/Wales) Urban city and town,E06000001,449399,533823,1.00E+11
113970,840,County Durham,1014,Oxhill Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,5,,164,87,77,0,,Not under a federation,,,North East,(England/Wales) Urban city and town,E06000047,418672,552421,10014561955
113971,840,County Durham,1016,Wingate Community Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,4,,90,45,45,0,,Not under a federation,,,North East,(England/Wales) Rural town and fringe,E06000047,440006,537732,1.00E+11
113972,840,County Durham,1018,Aclet Close Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,4,,64,40,24,0,,Not under a federation,,,North East,(England/Wales) Urban city and town,E06000047,420568,527882,1.00E+11
113973,840,County Durham,1021,Oxclose Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,4,,93,45,48,0,,Supported by a federation,Ox Close Federation,,North East,(England/Wales) Urban city and town,E06000047,425504,534379,1.00E+11
113975,840,County Durham,1023,Seaham Harbour Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,5,,119,55,64,0,,Not under a federation,,,North East,(England/Wales) Urban city and town,E06000047,443202,548814,1.00E+11
113976,840,County Durham,1024,Etherley Lane Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,4,,51,25,26,0,,Not under a federation,,,North East,(England/Wales) Urban city and town,E06000047,420555,529436,1.00E+11
113977,840,County Durham,1025,Langley Moor Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,5,,66,36,30,0,,Not under a federation,,,North East,(England/Wales) Rural town and fringe,E06000047,425111,540600,1.00E+11
113982,841,Darlington,1030,Borough Road Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,5,,67,33,34,0,,Supported by a federation,Darlington Nursery Schools,,North East,(England/Wales) Urban city and town,E06000005,429365,514575,1.00E+11
113983,841,Darlington,1031,George Dent Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,5,,124,59,65,0,,Supported by a federation,Darlington Nursery Schools,,North East,(England/Wales) Urban city and town,E06000005,428389,514936,1.00E+11
113985,840,County Durham,1033,Beechdale Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,3,5,,72,33,39,0,,Supported by a federation,Consett Infant & Beechdale,,North East,(England/Wales) Urban city and town,E06000047,411425,551337,1.00E+11
113986,840,County Durham,1035,Horden Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,5,,123,64,59,0,,Not under a federation,,,North East,(England/Wales) Urban city and town,E06000047,444850,540744,10013053811
113989,840,County Durham,1038,Rosemary Lane Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,5,,97,49,48,0,,Not under a federation,,,North East,(England/Wales) Rural town and fringe,E06000047,441574,543560,1.00E+11
113991,840,County Durham,1040,Tudhoe Moor Nursery School,Local authority nursery school,Local authority maintained schools,Open,,,Nursery,2,5,,65,25,40,0,,Not under a federation,,,North East,(England/Wales) Urban city and town,E06000047,426893,534200,1.00E+11
113992,840,County Durham,1100,The Woodlands,Pupil referral unit,Local authority maintained schools,Open,01/04/1994,,Not applicable,6,16,100,179,144,35,29.1,,Not applicable,,10016506,North East,(England/Wales) Rural town and fringe,E06000047,429308,532578,1.00E+11
113993,840,County Durham,2000,Ropery Walk Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,315,255,135,120,32.9,,Not under a federation,,10072181,North East,(England/Wales) Urban city and town,E06000047,443126,548996,1.00E+11
113998,840,County Durham,2043,Westlea Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,238,276,135,141,36.6,,Not under a federation,,10070850,North East,(England/Wales) Urban city and town,E06000047,440521,549515,1.00E+11
114001,840,County Durham,2105,Edmondsley Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,194,179,88,91,13.9,,Not under a federation,,10070849,North East,(England/Wales) Rural village,E06000047,423757,549252,10002955964
114002,840,County Durham,2107,Lumley Junior School,Community school,Local authority maintained schools,Open,,,Primary,7,11,196,162,73,89,14.8,,Not under a federation,,10070662,North East,(England/Wales) Rural town and fringe,E06000047,429608,549257,1.00E+11
114003,840,County Durham,2108,Lumley Infant and Nursery School,Community school,Local authority maintained schools,Open,,,Primary,3,7,180,173,85,88,18.4,,Not under a federation,,10076466,North East,(England/Wales) Rural town and fringe,E06000047,429420,549549,1.00E+11
114004,840,County Durham,2114,West Pelton Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,105,64,36,28,43.8,,Not under a federation,,10072180,North East,(England/Wales) Rural town and fringe,E06000047,422960,552850,1.00E+11
114005,840,County Durham,2116,Nettlesworth Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,117,105,53,52,26.7,,Not under a federation,,10007970,North East,(England/Wales) Rural town and fringe,E06000047,425728,547780,10002955726
114008,840,County Durham,2125,Red Rose Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,293,287,149,138,8,,Not under a federation,,10077115,North East,(England/Wales) Urban major conurbation,E06000047,427627,550469,1.00E+11
114009,840,County Durham,2126,Woodlea Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,210,223,114,109,12.9,,Not under a federation,,10070848,North East,(England/Wales) Urban major conurbation,E06000047,431246,550437,2.00E+11
114012,840,County Durham,2133,Cestria Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,420,411,197,214,12.4,,Not under a federation,,10072179,North East,(England/Wales) Urban major conurbation,E06000047,427567,551231,1.00E+11
114018,840,County Durham,2146,Bournmoor Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,143,109,54,55,31.2,,Not under a federation,,10070847,North East,(England/Wales) Urban major conurbation,E06000047,431194,551417,2.00E+11
114020,840,County Durham,2185,Cotherstone Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,84,52,27,25,13.5,,Not under a federation,,10072178,North East,(England/Wales) Rural village,E06000047,401282,519543,10034123105
114021,840,County Durham,2205,Beamish Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,91,73,39,34,40.3,,Supported by a federation,Beamish and Pelton Federation of Schools,10070846,North East,(England/Wales) Rural hamlet and isolated dwellings,E06000047,421695,553378,10014550846
